,Unnamed: 0,State,City,Population,Total (Violent and Property),Murder/Manslaughter,Rape,Robbery,Assault,Total Violent,Burglary,Larceny/Theft,Vehicle Theft,Total Property,Arson,blue,adm1_code,population,geometry
84,89,Texas,Frisco,242062,2775.73,3.3,22.31,94.19,107.0,226.8,400.31,1845.39,293.73,2539.43,9.5,Red,USA-3536,25145561,"POLYGON ((-93.578236 31.216131, -93.489844 31.079602, -93.586168 30.71394, -93.650195 30.605471, -93.737503 30.366803, -93.664484 30.30014, -93.66712 30.100644, -93.816878 29.968352, -93.918474 29.821772, -93.84842 29.71363, -94.690003 29.479932, -95.60018 28.738556, -96.593943 28.307291, -97.140034 27.829981, -97.370227 27.38019, -97.379761 26.690154, -97.330023 26.210209, -97.140034 25.869946, -97.530036 25.839793, -98.240174 26.059934, -99.020178 26.370019, -99.300109 26.839912, -99.520225 27.539999, -100.110266 28.109912, -100.455801 28.696233, -100.95745 29.380972, -101.66229 29.779423, -102.479863 29.759863, -103.110109 28.969808, -103.939826 29.269842, -104.456823 29.571994, -104.705541 30.121805, -105.03733 30.644099, -105.631583 31.083839, -106.142766 31.399737, -106.507344 31.754289, -106.619533 31.914099, -106.630127 31.999287, -105.730001 31.999287, -103.929775 31.999287, -103.001614 31.999287, -103.001614 33.879948, -103.001614 36.499323, -102.001495 36.499323, -101.000832 36.499323, -100.000195 36.499323, -100.000195 35.519848, -100.000195 34.565229, -99.761528 34.457794, -99.599083 34.3763, -99.336076 34.442963, -99.187403 34.235559, -98.851893 34.164633, -98.553979 34.110657, -98.088323 34.13448, -97.95709 33.893694, -97.657031 33.993713, -97.376583 33.838142, -97.104067 33.773598, -96.947953 33.918059, -96.796618 33.751351, -96.462711 33.805327, -96.316131 33.756131, -96.148906 33.797937, -95.977469 33.879431, -95.769498 33.881007, -95.418124 33.870414, -95.190592 33.938161, -94.910144 33.831785, -94.479912 33.635983, -94.427538 33.57038, -94.233338 33.583609, -94.002086 33.579914, -94.059757 33.01212, -93.998908 31.94265, -93.834861 31.829944, -93.779309 31.675431, -93.69412 31.443662, -93.578236 31.216131))"
85,90,Texas,Laredo,260669,2832.71,3.84,43.73,59.08,215.22,321.86,335.29,2083.1,65.22,2483.61,27.24,Red,USA-3536,25145561,"POLYGON ((-93.578236 31.216131, -93.489844 31.079602, -93.586168 30.71394, -93.650195 30.605471, -93.737503 30.366803, -93.664484 30.30014, -93.66712 30.100644, -93.816878 29.968352, -93.918474 29.821772, -93.84842 29.71363, -94.690003 29.479932, -95.60018 28.738556, -96.593943 28.307291, -97.140034 27.829981, -97.370227 27.38019, -97.379761 26.690154, -97.330023 26.210209, -97.140034 25.869946, -97.530036 25.839793, -98.240174 26.059934, -99.020178 26.370019, -99.300109 26.839912, -99.520225 27.539999, -100.110266 28.109912, -100.455801 28.696233, -100.95745 29.380972, -101.66229 29.779423, -102.479863 29.759863, -103.110109 28.969808, -103.939826 29.269842, -104.456823 29.571994, -104.705541 30.121805, -105.03733 30.644099, -105.631583 31.083839, -106.142766 31.399737, -106.507344 31.754289, -106.619533 31.914099, -106.630127 31.999287, -105.730001 31.999287, -103.929775 31.999287, -103.001614 31.999287, -103.001614 33.879948, -103.001614 36.499323, -102.001495 36.499323, -101.000832 36.499323, -100.000195 36.499323, -100.000195 35.519848, -100.000195 34.565229, -99.761528 34.457794, -99.599083 34.3763, -99.336076 34.442963, -99.187403 34.235559, -98.851893 34.164633, -98.553979 34.110657, -98.088323 34.13448, -97.95709 33.893694, -97.657031 33.993713, -97.376583 33.838142, -97.104067 33.773598, -96.947953 33.918059, -96.796618 33.751351, -96.462711 33.805327, -96.316131 33.756131, -96.148906 33.797937, -95.977469 33.879431, -95.769498 33.881007, -95.418124 33.870414, -95.190592 33.938161, -94.910144 33.831785, -94.479912 33.635983, -94.427538 33.57038, -94.233338 33.583609, -94.002086 33.579914, -94.059757 33.01212, -93.998908 31.94265, -93.834861 31.829944, -93.779309 31.675431, -93.69412 31.443662, -93.578236 31.216131))"
86,91,Texas,Denton,290413,1892.14,5.17,27.89,40.98,75.75,149.79,250.68,1366.33,116.73,1733.74,8.61,Red,USA-3536,25145561,"POLYGON ((-93.578236 31.216131, -93.489844 31.079602, -93.586168 30.71394, -93.650195 30.605471, -93.737503 30.366803, -93.664484 30.30014, -93.66712 30.100644, -93.816878 29.968352, -93.918474 29.821772, -93.84842 29.71363, -94.690003 29.479932, -95.60018 28.738556, -96.593943 28.307291, -97.140034 27.829981, -97.370227 27.38019, -97.379761 26.690154, -97.330023 26.210209, -97.140034 25.869946, -97.530036 25.839793, -98.240174 26.059934, -99.020178 26.370019, -99.300109 26.839912, -99.520225 27.539999, -100.110266 28.109912, -100.455801 28.696233, -100.95745 29.380972, -101.66229 29.779423, -102.479863 29.759863, -103.110109 28.969808, -103.939826 29.269842, -104.456823 29.571994, -104.705541 30.121805, -105.03733 30.644099, -105.631583 31.083839, -106.142766 31.399737, -106.507344 31.754289, -106.619533 31.914099, -106.630127 31.999287, -105.730001 31.999287, -103.929775 31.999287, -103.001614 31.999287, -103.001614 33.879948, -103.001614 36.499323, -102.001495 36.499323, -101.000832 36.499323, -100.000195 36.499323, -100.000195 35.519848, -100.000195 34.565229, -99.761528 34.457794, -99.599083 34.3763, -99.336076 34.442963, -99.187403 34.235559, -98.851893 34.164633, -98.553979 34.110657, -98.088323 34.13448, -97.95709 33.893694, -97.657031 33.993713, -97.376583 33.838142, -97.104067 33.773598, -96.947953 33.918059, -96.796618 33.751351, -96.462711 33.805327, -96.316131 33.756131, -96.148906 33.797937, -95.977469 33.879431, -95.769498 33.881007, -95.418124 33.870414, -95.190592 33.938161, -94.910144 33.831785, -94.479912 33.635983, -94.427538 33.57038, -94.233338 33.583609, -94.002086 33.579914, -94.059757 33.01212, -93.998908 31.94265, -93.834861 31.829944, -93.779309 31.675431, -93.69412 31.443662, -93.578236 31.216131))"
87,92,Texas,San Antonio,1434625,5565.95,8.15,83.51,151.11,464.72,707.5,770.82,3622.65,451.37,4844.84,13.61,Red,USA-3536,25145561,"POLYGON ((-93.578236 31.216131, -93.489844 31.079602, -93.586168 30.71394, -93.650195 30.605471, -93.737503 30.366803, -93.664484 30.30014, -93.66712 30.100644, -93.816878 29.968352, -93.918474 29.821772, -93.84842 29.71363, -94.690003 29.479932, -95.60018 28.738556, -96.593943 28.307291, -97.140034 27.829981, -97.370227 27.38019, -97.379761 26.690154, -97.330023 26.210209, -97.140034 25.869946, -97.530036 25.839793, -98.240174 26.059934, -99.020178 26.370019, -99.300109 26.839912, -99.520225 27.539999, -100.110266 28.109912, -100.455801 28.696233, -100.95745 29.380972, -101.66229 29.779423, -102.479863 29.759863, -103.110109 28.969808, -103.939826 29.269842, -104.456823 29.571994, -104.705541 30.121805, -105.03733 30.644099, -105.631583 31.083839, -106.142766 31.399737, -106.507344 31.754289, -106.619533 31.914099, -106.630127 31.999287, -105.730001 31.999287, -103.929775 31.999287, -103.001614 31.999287, -103.001614 33.879948, -103.001614 36.499323, -102.001495 36.499323, -101.000832 36.499323, -100.000195 36.499323, -100.000195 35.519848, -100.000195 34.565229, -99.761528 34.457794, -99.599083 34.3763, -99.336076 34.442963, -99.187403 34.235559, -98.851893 34.164633, -98.553979 34.110657, -98.088323 34.13448, -97.95709 33.893694, -97.657031 33.993713, -97.376583 33.838142, -97.104067 33.773598, -96.947953 33.918059, -96.796618 33.751351, -96.462711 33.805327, -96.316131 33.756131, -96.148906 33.797937, -95.977469 33.879431, -95.769498 33.881007, -95.418124 33.870414, -95.190592 33.938161, -94.910144 33.831785, -94.479912 33.635983, -94.427538 33.57038, -94.233338 33.583609, -94.002086 33.579914, -94.059757 33.01212, -93.998908 31.94265, -93.834861 31.829944, -93.779309 31.675431, -93.69412 31.443662, -93.578236 31.216131))"
88,93,Virginia,Chesapeake,240119,2699.5,4.58,36.23,82.46,295.69,418.96,276.11,1891.98,104.12,2272.21,8.33,Blue,USA-3552,8001024,"POLYGON ((-78.345625 39.405504, -77.834984 39.134562, -77.722795 39.322432, -77.576216 39.288561, -77.443407 39.213423, -77.516968 39.105986, -77.305819 39.045679, -77.119551 38.934008, -77.03648 38.848276, -77.041235 38.789545, -77.059217 38.708593, -77.229622 38.614416, -77.343388 38.391611, -77.210579 38.337118, -77.048107 38.380503, -76.989895 38.239733, -76.301619 37.917948, -76.258739 36.966402, -75.9718 36.897261, -75.868076 36.55118, -76.941216 36.545885, -77.999548 36.537436, -79.992397 36.542189, -81.679375 36.585573, -82.186321 36.565985, -83.673285 36.599859, -83.384361 36.656496, -83.178509 36.718382, -83.089083 36.815763, -82.815508 36.934828, -82.709131 37.040144, -82.684792 37.121096, -82.372589 37.238039, -81.972536 37.535952, -81.928095 37.366091, -81.815388 37.275606, -81.663511 37.195173, -81.348129 37.315836, -81.228008 37.245455, -80.854929 37.329065, -80.833252 37.418493, -80.720003 37.383043, -80.596186 37.45606, -80.456995 37.441774, -80.298244 37.51903, -80.276567 37.610575, -80.292974 37.72806, -80.157505 37.901098, -79.964363 38.03179, -79.915142 38.179426, -79.743679 38.357222, -79.647923 38.574728, -79.515089 38.497446, -79.36639 38.426027, -79.222988 38.464632, -79.174826 38.555658, -79.076408 38.680017, -78.965277 38.821817, -78.892801 38.780039, -78.744619 38.909151, -78.548843 39.039839, -78.424484 39.139318, -78.345625 39.405504))"
89,94,Virginia,Norfolk,245190,4308.09,14.68,55.06,151.31,334.84,555.9,471.47,2984.62,292.83,3748.93,3.26,Blue,USA-3552,8001024,"POLYGON ((-78.345625 39.405504, -77.834984 39.134562, -77.722795 39.322432, -77.576216 39.288561, -77.443407 39.213423, -77.516968 39.105986, -77.305819 39.045679, -77.119551 38.934008, -77.03648 38.848276, -77.041235 38.789545, -77.059217 38.708593, -77.229622 38.614416, -77.343388 38.391611, -77.210579 38.337118, -77.048107 38.380503, -76.989895 38.239733, -76.301619 37.917948, -76.258739 36.966402, -75.9718 36.897261, -75.868076 36.55118, -76.941216 36.545885, -77.999548 36.537436, -79.992397 36.542189, -81.679375 36.585573, -82.186321 36.565985, -83.673285 36.599859, -83.384361 36.656496, -83.178509 36.718382, -83.089083 36.815763, -82.815508 36.934828, -82.709131 37.040144, -82.684792 37.121096, -82.372589 37.238039, -81.972536 37.535952, -81.928095 37.366091, -81.815388 37.275606, -81.663511 37.195173, -81.348129 37.315836, -81.228008 37.245455, -80.854929 37.329065, -80.833252 37.418493, -80.720003 37.383043, -80.596186 37.45606, -80.456995 37.441774, -80.298244 37.51903, -80.276567 37.610575, -80.292974 37.72806, -80.157505 37.901098, -79.964363 38.03179, -79.915142 38.179426, -79.743679 38.357222, -79.647923 38.574728, -79.515089 38.497446, -79.36639 38.426027, -79.222988 38.464632, -79.174826 38.555658, -79.076408 38.680017, -78.965277 38.821817, -78.892801 38.780039, -78.744619 38.909151, -78.548843 39.039839, -78.424484 39.139318, -78.345625 39.405504))"
90,95,Virginia,Virginia Beach,454353,2083.4,3.08,22.45,59.87,52.16,137.56,165.95,1667.65,101.02,1934.62,11.22,Blue,USA-3552,8001024,"POLYGON ((-78.345625 39.405504, -77.834984 39.134562, -77.722795 39.322432, -77.576216 39.288561, -77.443407 39.213423, -77.516968 39.105986, -77.305819 39.045679, -77.119551 38.934008, -77.03648 38.848276, -77.041235 38.789545, -77.059217 38.708593, -77.229622 38.614416, -77.343388 38.391611, -77.210579 38.337118, -77.048107 38.380503, -76.989895 38.239733, -76.301619 37.917948, -76.258739 36.966402, -75.9718 36.897261, -75.868076 36.55118, -76.941216 36.545885, -77.999548 36.537436, -79.992397 36.542189, -81.679375 36.585573, -82.186321 36.565985, -83.673285 36.599859, -83.384361 36.656496, -83.178509 36.718382, -83.089083 36.815763, -82.815508 36.934828, -82.709131 37.040144, -82.684792 37.121096, -82.372589 37.238039, -81.972536 37.535952, -81.928095 37.366091, -81.815388 37.275606, -81.663511 37.195173, -81.348129 37.315836, -81.228008 37.245455, -80.854929 37.329065, -80.833252 37.418493, -80.720003 37.383043, -80.596186 37.45606, -80.456995 37.441774, -80.298244 37.51903, -80.276567 37.610575, -80.292974 37.72806, -80.157505 37.901098, -79.964363 38.03179, -79.915142 38.179426, -79.743679 38.357222, -79.647923 38.574728, -79.515089 38.497446, -79.36639 38.426027, -79.222988 38.464632, -79.174826 38.555658, -79.076408 38.680017, -78.965277 38.821817, -78.892801 38.780039, -78.744619 38.909151, -78.548843 39.039839, -78.424484 39.139318, -78.345625 39.405504))"
91,96,Washington,Seattle,721365,5911.99,3.74,36.87,210.02,382.05,632.69,1081.98,3673.45,503.21,5258.64,20.66,Blue,USA-3519,6724540,"POLYGON ((-116.998073 46.33017, -116.906528 46.177776, -116.915003 45.999983, -118.978236 45.992568, -119.337 45.888336, -119.59205 45.932235, -119.787309 45.850768, -120.158268 45.740671, -120.609636 45.7539, -120.837193 45.672949, -121.046741 45.637499, -121.203889 45.689899, -121.561077 45.732764, -121.788091 45.700983, -122.174915 45.59515, -122.420456 45.591998, -122.651708 45.630083, -122.725786 45.770333, -122.752244 45.938075, -122.937969 46.129097, -123.228494 46.186251, -123.471373 46.277253, -123.776704 46.282033, -123.998676 46.283069, -124.079635 46.86475, -124.39567 47.72017, -124.68721 48.184433, -124.566101 48.379715, -123.12 48.04, -122.587138 47.095885, -122.340021 47.359952, -122.499831 48.18016, -122.84 49, -120.002696 49.000885, -117.03143 48.999309, -117.02665 47.722927, -116.998073 46.33017))"
92,97,Washington,Vancouver,217066,7881.01,2.76,109.64,105.5,408.63,626.54,1023.19,5408.03,800.22,7231.44,23.03,Blue,USA-3519,6724540,"POLYGON ((-116.998073 46.33017, -116.906528 46.177776, -116.915003 45.999983, -118.978236 45.992568, -119.337 45.888336, -119.59205 45.932235, -119.787309 45.850768, -120.158268 45.740671, -120.609636 45.7539, -120.837193 45.672949, -121.046741 45.637499, -121.203889 45.689899, -121.561077 45.732764, -121.788091 45.700983, -122.174915 45.59515, -122.420456 45.591998, -122.651708 45.630083, -122.725786 45.770333, -122.752244 45.938075, -122.937969 46.129097, -123.228494 46.186251, -123.471373 46.277253, -123.776704 46.282033, -123.998676 46.283069, -124.079635 46.86475, -124.39567 47.72017, -124.68721 48.184433, -124.566101 48.379715, -123.12 48.04, -122.587138 47.095885, -122.340021 47.359952, -122.499831 48.18016, -122.84 49, -120.002696 49.000885, -117.03143 48.999309, -117.02665 47.722927, -116.998073 46.33017))"
93,98,Wisconsin,Madison,255850,3040.46,4.3,37.13,82.86,250.15,374.44,362.32,2130.94,168.85,2662.11,3.91,Blue,USA-3553,5686986,"POLYGON ((-86.481563 45.323177, -86.2646 45.226878, -86.401672 45.133214, -86.536082 45.04167, -86.714934 44.84641, -86.822344 44.591335, -86.918668 44.361685, -87.032434 44.091288, -87.083232 43.89019, -87.141962 43.657878, -87.14514 43.571088, -87.155191 43.326632, -87.113928 43.030294, -87.079537 42.782118, -87.039307 42.492652, -87.489641 42.495313, -87.806599 42.49689, -87.806599 42.494254, -88.576552 42.503246, -89.620054 42.505364, -90.640818 42.505364, -90.738177 42.658275, -91.064694 42.754083, -91.129238 42.912833, -91.169985 43.002233, -91.173163 43.212324, -91.083737 43.288004, -91.21391 43.446754, -91.228199 43.501247, -91.254657 43.613979, -91.257292 43.854739, -91.28959 43.937293, -91.627709 44.085449, -91.879606 44.257428, -91.949989 44.364838, -92.062153 44.432585, -92.385492 44.574928, -92.505072 44.58392, -92.796656 44.776027, -92.766477 44.996143, -92.765417 45.267082, -92.689221 45.518436, -92.899828 45.705763, -92.756968 45.889912, -92.5437 45.985695, -92.296583 46.096282, -92.264828 46.095223, -92.274879 46.656145, -92.011898 46.711723, -91.964794 46.729706, -91.840978 46.778385, -91.716618 46.827607, -91.592259 46.87626, -91.468442 46.924966, -91.264708 47.021265, -91.060974 47.117047, -90.857782 47.212829, -90.654048 47.309128, -90.47995 47.303857, -90.305852 47.298018, -90.131754 47.292747, -89.957656 47.286907, -90.01481 47.1996, -90.071448 47.11175, -90.128059 47.0239, -90.185213 46.936076, -90.241825 46.848226, -90.298979 46.760919, -90.35559 46.673069, -90.395278 46.611677, -90.410626 46.584185, -90.39688 46.576253, -90.334971 46.596872, -90.333912 46.593694, -90.176738 46.560879, -90.096304 46.380994, -89.22106 46.202116, -88.644274 46.022204, -88.361707 46.020628, -88.166964 46.007916, -88.111929 45.843352, -87.875406 45.779842, -87.787013 45.639618, -87.847888 45.559183, -87.893389 45.396713, -87.673248 45.387747, -87.747326 45.226878, -87.613975 45.108875, -87.612915 45.110451, -87.459462 45.068128, -87.419775 45.184012, -87.244617 45.289846, -87.115504 45.452291, -86.942465 45.452291, -86.774207 45.452291, -86.481563 45.323177))"
94,99,Wisconsin,Milwaukee,595168,5441.99,19.83,72.92,490.45,1014.17,1597.36,927.13,1940.29,924.61,3792.04,52.59,Blue,USA-3553,5686986,"POLYGON ((-86.481563 45.323177, -86.2646 45.226878, -86.401672 45.133214, -86.536082 45.04167, -86.714934 44.84641, -86.822344 44.591335, -86.918668 44.361685, -87.032434 44.091288, -87.083232 43.89019, -87.141962 43.657878, -87.14514 43.571088, -87.155191 43.326632, -87.113928 43.030294, -87.079537 42.782118, -87.039307 42.492652, -87.489641 42.495313, -87.806599 42.49689, -87.806599 42.494254, -88.576552 42.503246, -89.620054 42.505364, -90.640818 42.505364, -90.738177 42.658275, -91.064694 42.754083, -91.129238 42.912833, -91.169985 43.002233, -91.173163 43.212324, -91.083737 43.288004, -91.21391 43.446754, -91.228199 43.501247, -91.254657 43.613979, -91.257292 43.854739, -91.28959 43.937293, -91.627709 44.085449, -91.879606 44.257428, -91.949989 44.364838, -92.062153 44.432585, -92.385492 44.574928, -92.505072 44.58392, -92.796656 44.776027, -92.766477 44.996143, -92.765417 45.267082, -92.689221 45.518436, -92.899828 45.705763, -92.756968 45.889912, -92.5437 45.985695, -92.296583 46.096282, -92.264828 46.095223, -92.274879 46.656145, -92.011898 46.711723, -91.964794 46.729706, -91.840978 46.778385, -91.716618 46.827607, -91.592259 46.87626, -91.468442 46.924966, -91.264708 47.021265, -91.060974 47.117047, -90.857782 47.212829, -90.654048 47.309128, -90.47995 47.303857, -90.305852 47.298018, -90.131754 47.292747, -89.957656 47.286907, -90.01481 47.1996, -90.071448 47.11175, -90.128059 47.0239, -90.185213 46.936076, -90.241825 46.848226, -90.298979 46.760919, -90.35559 46.673069, -90.395278 46.611677, -90.410626 46.584185, -90.39688 46.576253, -90.334971 46.596872, -90.333912 46.593694, -90.176738 46.560879, -90.096304 46.380994, -89.22106 46.202116, -88.644274 46.022204, -88.361707 46.020628, -88.166964 46.007916, -88.111929 45.843352, -87.875406 45.779842, -87.787013 45.639618, -87.847888 45.559183, -87.893389 45.396713, -87.673248 45.387747, -87.747326 45.226878, -87.613975 45.108875, -87.612915 45.110451, -87.459462 45.068128, -87.419775 45.184012, -87.244617 45.289846, -87.115504 45.452291, -86.942465 45.452291, -86.774207 45.452291, -86.481563 45.323177))"
